TITLE,TITLE ABRV,Catalog,Rank,YEAR
WORKSHOP ON CONSTRAINT SATISFACTION FOR PLANNING AND SCHEDULING,COPLAS,CORE2018,B,2018
WORKSHOP ON CRYPTOGRAPHIC HARDWARE AND EMBEDDED SYSTEMS,CHES,CORE2018,A,2018
WORKSHOP ON CRYPTOGRAPHY FOR AD HOC NETWORKS,WCAN,CORE2018,C,2018
WORKSHOP ON DATA ENGINEERING FOR WIRELESS AND MOBILE ACCESS,MobiDE,CORE2018,C,2018
WORKSHOP ON DATABASE TECHNOLOGY FOR VIRTUAL ENTERPRISES,DTVE?,CORE2018,C,2018
WORKSHOP ON DECLARATIVE PROGRAMMING IN THE CONTEXT OF OO LANGUAGES,DP-COOL,CORE2018,C,2018
WORKSHOP ON DISTRIBUTED DATA AND STRUCTURES,WDAS,CORE2018,C,2018
WORKSHOP ON DOMAIN SPECIFIC MODELLING,DSM,CORE2018,C,2018
"WORKSHOP ON DUPLICATING, DECONSTRUCTING, AND DEBUNKING",WDDD,CORE2018,C,2018
WORKSHOP ON ECONOMICS OF PEER-TO-PEER SYSTEMS,P2P Econ,CORE2018,C,2018
WORKSHOP ON ELLIPTIC CURVE CRYPTOGRAPHY,ECC,CORE2018,C,2018
WORKSHOP ON FAULT DIAGNOSIS AND TOLERANCE IN CRYPTOGRAPHY,FDTC,CORE2018,C,2018
WORKSHOP ON FORMAL TECHNIQUES FOR JAVA-LIKE PROGRAMS,FTfJP,CORE2018,C,2018
WORKSHOP ON JAVA FOR HIGH-PERFORMANCE COMPUTING,JHPC,CORE2018,C,2018
WORKSHOP ON JOB SCHEDULING STRATEGIES FOR PARALLEL PROCESSING,JSSPP,CORE2018,B,2018
WORKSHOP ON LOCALIZED ALGORITHMS AND PROTOCOLS FOR WIRELESS SENSOR NETWORKS,LOCALGOS,CORE2018,C,2018
WORKSHOP ON LOGIC AND LEARNING,L&L,CORE2018,C,2018
"WORKSHOP ON LOGIC, LANGUAGE, INFORMATION AND COMPUTATION",WoLLIC,CORE2018,B,2018
WORKSHOP ON MASSIVE DATA ALGORITHMICS,Massive,CORE2018,C,2018
WORKSHOP ON MOBILE COMPUTING SYSTEMS AND APPLICATIONS,HOTMOBILE,CORE2018,C,2018
WORKSHOP ON MULTIPARADIGM PROGRAMMING WITH OO LANGUAGES,MPOOL,CORE2018,C,2018
WORKSHOP ON NATURE INSPIRED DISTRIBUTED COMPUTING,NISDIC,CORE2018,C,2018
WORKSHOP ON NETWORK-RELATED DATA MANAGEMENT,NRDM,CORE2018,C,2018
WORKSHOP ON NEW TECHNOLOGIES FOR PERSONALIZED INFORMATION ACCESS,PIA,CORE2018,C,2018
WORKSHOP ON OBJECT-ORIENTED DATABASE SYSTEMS,OODBS,CORE2018,C,2018
WORKSHOP ON OBJECT-ORIENTED DEVELOPMENT,WOOD,CORE2018,C,2018
WORKSHOP ON ON-LINE ALGORITHMS,OLA,CORE2018,C,2018
WORKSHOP ON PARALLEL AND DISTRIBUTED DEBUGGING ACM/ONR,PADD,CORE2018,C,2018
WORKSHOP ON PARAMETERIZED COMPLEXITY,WPC,CORE2018,C,2018
WORKSHOP ON PHYSICS AND COMPUTATION,PC,CORE2018,C,2018
WORKSHOP ON POWER AWARE COMPUTING AND SYSTEMS,HotPower,CORE2018,B,2018
WORKSHOP ON PROBABILISTIC GRAPH THEORY,PGT,CORE2018,C,2018
WORKSHOP ON PROGRAMMING LANGUAGES AND OPERATING SYSTEMS,PLOS,CORE2018,B,2018
WORKSHOP ON QUANTUM INFORMATION PROCESSING,QIP,CORE2018,C,2018
WORKSHOP ON REAL-TIME DATABASES,RTDB,CORE2018,C,2018
WORKSHOP ON RESEARCH ISSUES IN DATA MINING AND KNOWLEDGE DISCOVERY,DMKD,CORE2018,C,2018
WORKSHOP ON ROBUST SHAPE OPERATIONS,WRSO,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON RUNTIME VERIFICATION (WAS WORKSHOP PRE 2010),RV,CORE2018,C,2018
"WORKSHOP ON SCIENTIFIC KNOWLEDGE, INFORMATION, AND COMPUTING",SIDEKIC,CORE2018,C,2018
WORKSHOP ON SECURITY AND PRIVACY IN E-COMMERCE,SPEC,CORE2018,C,2018
WORKSHOP ON SERVICE ORIENTED COMPUTING,SOCASE,CORE2018,C,2018
WORKSHOP ON THE ARITHMETIC OF FINITE FIELDS,WAIFI,CORE2018,C,2018
WORKSHOP ON THEORETICAL AND ALGORITHMIC ASPECTS OF SENSOR AND AD-HOC NETWORKS,WTASA,CORE2018,C,2018
WORKSHOP ON UNCERTAINTY IN GEOMETRIC COMPUTATIONS,GEOM Uncertainty,CORE2018,C,2018
WORKSHOP ON WEB USAGE ANALYSIS,WebKDD,CORE2018,C,2018
WORLD COMPUTER CONGRESS,WCC,CORE2018,C,2018
WORLD CONFERENCE ON THE WWW AND INTERNET,WebNet,CORE2018,C,2018
"WORLD CONGRESS IN COMPUTER SCIENCE, COMPUTER ENGINEERING, AND APPLIED COMPUTING",WORLDCOMP,CORE2018,C,2018
WORLD CONGRESS ON EXPERT SYSTEMS,WCES,CORE2018,B,2018
WORLD CONGRESS ON MEDICAL AND HEALTH INFORMATICS,MEDINFO,CORE2018,B,2018
WORLD CONGRESS ON NEURAL NETWORKS,WCNN,CORE2018,B,2018
AUSTRALASIAN DOCUMENT COMPUTING SYMPOSIUM,ADCS,CORE2018,Australasian,2018
ARTIFICIAL INTELLIGENCE AND APPLICATIONS CONFERENCE,AIA,CORE2018,C,2018
AUSTRALIAN INSTITUTE OF COMPUTER ETHICS CONFERENCE,AICEC,CORE2018,Australasian,2018
INTERNATIONAL CONFERENCE ON AI IN DESIGN,AID,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN EDUCATION,AIED,CORE2018,A,2018
ALGORITHMS AND EXPERIMENTS,ALEX,CORE2018,B,2018
AUSTRALASIAN LANGUAGE TECHOLOGY WORKSHOP,ALTA,CORE2018,Australasian,2018
AMERICAN MEDICAL INFORMATICS ANNUAL FALL SYMPOSIUM,AMIA,CORE2018,A,2018
JOINT CONFERENCE ON DECLARATIVE PROGRAMMING APPIA-GULP-PRODE,APPIA/GULP/PRODE,CORE2018,C,2018
NATIONAL CONFERENCE OF THE AUSTRALIAN ROBOT ASSOCIATION,ARA,CORE2018,Australasian,2018
AUSTRALASIAN REMOTE SENSING CONFERENCE,ARSC,CORE2018,Australasian,2018
NATIONAL CONFERENCE OF THE AUSTRALIAN SOCIETY FOR OPERATIONS RESEARCH,ASOR,CORE2018,Australasian,2018
AUSTRALIAN JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,AusAI,CORE2018,Australasian,2018
AUSTRALIAN WOMEN IN IT CONFERENCE,AusWIT,CORE2018,Australasian,2018
IEEE/IFAC JOINT SYMPOSIUM ON INTELLIGENT CONTROL,CACSD,CORE2018,B,2018
INTERNATIONAL COMMAND AND CONTROL RESEARCH AND TECHNOLOGY SYMPOSIUM ,CCRTS ,CORE2018,C,2018
"INTELLIGENT MULTIMEDIA, COMPUTING AND COMMUNICATIONS TECHNOLOGIES AND APPLICATIONS OF THE FUTURE ",CCTAF ,CORE2018,C,2018
"IEEE CONFERENCE ON ELECTRONIC COMMERCE TECHNOLOGY AND ENTERPRISE COMPUTING, E_COMMERCE AND E-SERVICES ",CBI (was CEC/EEE) ,CORE2018,B,2018
ANNUAL CONFERENCE ON COMPUTER SCIENCE LOGIC,CSL,CORE2018,B,2018
DESIGN AUTOMATION CONF,DAC,CORE2018,A,2018
DIGITAL AUDIO EFFECTS CONFERENCE,DAFX,CORE2018,B,2018
INTERNATIONAL WORKSHOP ON DOCUMENT ANALYSIS SYSTEMS,DAS,CORE2018,B,2018
JOINT DICTA & IVCNZ,DICTA/IVCNZ,CORE2018,Australasian,2018
ACM SYMPOSIUM ON DOCUMENT ENGINEERING,DocEng,CORE2018,B,2018
DEDUCTIVE AND OBJECT-ORIENTED DATABASES,DOOD,CORE2018,A,2018
DISTRIBUTED SIMULATION SYMPOSIUM ,DSS,CORE2018,B,2018
INTERNATIONAL CONFERENCE ON DECISION SUPPORT THROUGH KNOWLEDGE MANAGEMENT ,DSTKM,CORE2018,C,2018
INFORMATION SYSTEMS &TECHNOLOGIES /SPIE CONFERENCE ON DIGITAL VIDEO COMPRESSION ALGORITHMS & TECHNIQUES,DVAT,CORE2018,C,2018
INTERNATIONAL WORKSHOP ON PRINCIPLES OF DIAGNOSIS,DX ,CORE2018,B,2018
IEEE DYNAMIC SPECTRUM ACCESS NETWORKS ,DYSPAN ,CORE2018,B,2018
ENGINEERING APPLICATIONS OF ARTIFICAL INTELLIGENCE ,EAAI ,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES (WAS ECDL UNTIL 2010),TPDL,CORE2018,B,2018
"WORLD CONFERENCE ON EDUCATIONAL MULTIMEDIA, HYPERMEDIA AND TELECOMMUNICATIONS ",ED-MEDIA ,CORE2018,B,2018
ENGINEERING FEDERATED INFORMATION (DATABASE) SYSTEMS ,EFIS/EFDBS ,CORE2018,C,2018
JOINT MEETING OF THE EUROPEAN FREQUENCY AND TIME FORUM AND THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS IN,EFTF/IFCS,CORE2018,C,2018
EUROPEAN GRID CONFERENCE,EGC,CORE2018,B,2018
THE ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY,EMBC,CORE2018,C,2018
EXTENDED SEMANTIC WEB CONFERENCE (WAS EUROPEAN SEMANTIC WEB CONFERENCE),ESWC,CORE2018,A,2018
INTERNATIONAL EUROPEAN CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING (WAS INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING),EuroPar,CORE2018,A,2018
EUROPEAN WORKSHOP ON LEARNING ROBOTS,EWLR,CORE2018,B,2018
IEEE SYMPOSIUM ON FIELD PROGRAMMABLE CUSTOM COMPUTING MACHINES,FCCM,CORE2018,A,2018
FRONTIERS IN EDUCATION,FIE,CORE2018,B,2018
FORMAL TECHNIQUES IN REAL-TIME AND FAULT TOLERANT SYSTEMS ,FTRTFT ,CORE2018,B,2018
IEEE GLOBAL TELECOMMUNICATIONS CONFERENCE ,GLOBECOM,CORE2018,B,2018
HUMAN LANGUAGE TECHNOLOGIES ,HLT ,CORE2018,B,2018
SYMPOSIUM ON HIGH PERFORMANCE CHIPS ,HOTCHIPS (HCS) ,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND NETWORKING,HPCN ,CORE2018,B,2018
IADIS INTERNATIONAL CONFERENCE APPLIED COMPUTING,IADIS AC ,CORE2018,C,2018
IEEE INDUSTRY APPLICATIONS SOCIETY ANNUAL CONFERENCE,IAS,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION AND NETWORKS,ICCCN,CORE2018,A,2018
IFAC CONFERENCE ON AUTOMATION,ICA,CORE2018,C,2018
INTERNATIONAL CONFERENCE OF ASIAN DIGITAL LIBRARIES,ICADL,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON ARTIFICIAL NEURAL NETWORKS AND GENETIC ALGORITHMS,ICANNGA,CORE2018,C,2018
"IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING",ICASSP,CORE2018,B,2018
INTERNATIONAL CONFERENCE ON COMPUTING AND INFORMATION,ICCI,CORE2018,B,2018
IEEE INTERNATIONAL CONFERENCE ON COMPUTER LANGUAGES,ICCL,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND APPLICATIONS,ICCSA,CORE2018,C,2018
IEEE INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION,ICDAR,CORE2018,A,2018
IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,ICRA,CORE2018,B,2018
INTERNATIONAL COMPUTER SYMPOSIUM CONFERENCE,ICSC2,CORE2018,A,2018
"IEEE CONFERENCE ON INFORMATION, DECISION AND CONTROL",IDC,CORE2018,C,2018
IDF CONGRESS,IDFC,CORE2018,C,2018
IEEE CONGRESS ON EVOLUTIONARY COMPUTATION,CEC,CORE2018,B,2018
INTELLIGENT VEHICLES CONFERENCE,IEEE-IV,CORE2018,B,2018
IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA COMPUTING AND SYSTEMS,IEEE-MM,CORE2018,A,2018
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEETKDE,CORE2018,A,2018
INTENATIONAL ENVIRONMENTAL MODELLING AND SOFTWARE SOCIETY,iEMSs,CORE2018,C,2018
INTERNATIONAL FEDERATION OF AUTOMATIC CONTROL WORLD CONGRESS,IFAC,CORE2018,C,2018
IFIP WG 11.3 WORKING CONFERENCE ON DATA AND APPLICATIONS SECURITY (ALSO KNOWN AS DBSEC),DBSEC,CORE2018,B,2018
INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL LINGUISTICS,IJCNLP2,CORE2018,B,2018
INTERNATIONAL LOGIC PROGRAMMING SYMPOSIUM,ILPS,CORE2018,A,2018
IEEE INTELL NETWORK WORKSHOP,IN,CORE2018,B,2018
IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENCE IN NEURAL & BIOLOGICAL SYSTEMS,INBS,CORE2018,B,2018
IEEE INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATIONS,INFOCOM,CORE2018,A*,2018
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT PROCESSING SYSTEMS,IPS,CORE2018,C,2018
INFORMATION RESOURCES MANAGEMENT ASSOCIATION INTERNATIONAL CONFERENCE,IRMA,CORE2018,B,2018
IEEE INTERNATIONAL SOLID-STATE CIRCUITS CONFERENCE,ISSCC,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON IT BASED HIGHER EDUCATION AND TRAINING,ITHET,CORE2018,C,2018
IEEE INTERNATIONAL WORKSHOP ON CLUSTER COMPUTING AND THE GRID ,IWCC ,CORE2018,C,2018
ACM CONFERENCE ON DIGITAL LIBRARIES ,JCDL ,CORE2018,A*,2018
IEEE LAN/MAN WORKSHOP,LANMAN ,CORE2018,C,2018
INTERNATIONAL WORKSHOP ON LOGIC PROGRAMMING AND MULTI-AGENTS,LPMA,CORE2018,B,2018
LANGUAGE RESOURCES AND EVALUATION CONFERENCE,LREC,CORE2018,C,2018
SYMPOSIUM ON FRONTIERS OF MASSIVELY PARALLEL PROCESSING,MassPar,CORE2018,A,2018
AUSTRALIAN CONFERENCE ON MATHEMATICS AND COMPUTERS IN SPORT,MCSpo,CORE2018,Australasian,2018
MALAYSIA INTERNATIONAL CONFERENCE ON COMMUNICATIONS ,MICC,CORE2018,Regional,2018
INTERNATIONAL SYMPOSIUM ON MICROARCHITECTURE,MICRO,CORE2018,A,2018
IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA IN EDUCATION,MME,CORE2018,C,2018
MULTIPLE OBJECTIVE DECISION SUPPORT SYSTEM CONFERENCE,MODSS,CORE2018,C,2018
"NET OBJECT DAYS (INCLUDINGS MATES, ENASE ETC.)",MATES ENASE,CORE2018,A,2018
NETWORK STORAGE SYMPOSIUM,NetStore,CORE2018,A,2018
OPEN AND DISTANCE LEARNING ASSOCIATION OF AUSTRALIA BIENNIEL FORUM,ODLA,CORE2018,Australasian,2018
"JOINT OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON OBJECT ORIENTED INFORMATION SYSTEMS,OOIS,CORE2018,C,2018
IEEE CONFERENCE ON OPEN ARCHITECTURE AND NETWORK PROGRAMMING,OPENARCH,CORE2018,A,2018
PACES & ICIL,P&I,CORE2018,C,2018
JOINT AUPEC & EECON ,PEC&CON ,CORE2018,C,2018
"IFIP INTERNATIONAL SYMPOSIUM ON COMPUTING PERFORMANCE, MODELLING, MEASUREMENT AND EVALUATION ",PERFORMANCE ,CORE2018,A,2018
INTERNATIONAL SYMPOSIUM ON PHYSICAL DESIGN,PHYSDES ,CORE2018,C,2018
SYMPOSIUM ON PROGRAMMING LANGUAGE IMPLEMENTATION AND LOGIC PROGRAMMING,PLILP ,CORE2018,B,2018
PERFORMANCE TOOLS - INTERNATIONAL CONFERENCE ON MODEL TECHNIQUES & TOOLS FOR CPE,PT,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS (NOW MERGED WITH FSCD FORMAL STRUCTURES FOR COMPUTATION AND DEDUCTION),RTA,CORE2018,A,2018
UNIX SYMPOSIUM ON OPERATING SYSTEMS DESIGN AND IMPLEMENTATION ,SDSDI ,CORE2018,A,2018
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING: EDUCATION AND PRACTICE ,SEEP ,CORE2018,B,2018
SOCIETY FOR INFORMATION TECHNOLOGY AND TEACHER EDUCATION CONFERENCE ,SITE ,CORE2018,C,2018
IEEE INTERNATIONAL SYMPOSIUM ON SOFTWARE METRICS ,SMS ,CORE2018,A,2018
SOFTWARE PROCESS IMPROVEMENT AND CAPABILITY DETERMINATION ,SPICE ,CORE2018,C,2018
ACM SYMPOSIUM ON SOFTWARE REUSABILITY ,SSR,CORE2018,A,2018
THEORY AND APPLICATIONS OF KNOWLEDGE MANAGEMENT,TAKMA,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON TECHNOLOGY EDUCATION,TE,CORE2018,C,2018
UNIX SYMPOSIUM ON INTERNET TECHNOLOGIES,USITS,CORE2018,A,2018
UNIVERSITY OF WESTERN AUSTRALIA COMPUTER SCIENCE RESEARCH CONFERENCE,UWACS,CORE2018,Australasian,2018
INTERNATIONAL WORKSHOP ON ARTIFICIAL INTELLIGENCE AND STATISTICS,WAIS,CORE2018,B,2018
WORLD CONFERENCE ON COMPUTERS IN EDUCATION,WCCE,CORE2018,C,2018
WORLD CONGRESS ON SYSTEMS SIMULATION,WCSS,CORE2018,B,2018
INTERNATIONAL COMPUTER SYMPOSIUM WORKSHOP,WICS,CORE2018,C,2018
"WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS",WMSCI,CORE2018,C,2018
"INFORMATICS IN EDUCATION (JOURNAL, CONGRESS, SYMPOSIUM, ETC ALL UNDER THIS NAME - CAN'T RANK)",,CORE2018,C,2018
"EMAS (MERGER OF DALT, AOSE AND PROMAS)",EMAS,CORE2018,B,2018
"INTERNATIONAL WORKSHOP ON COORDINATION, ORGANIZATIONS, INSTITUTIONS, NORMS AND ETHICS FOR GOVERNANCE OF MULTI-AGENT SYSTEMS (ETHICS ADDED 2020)",COINE,CORE2018,B,2018
"INTERNATIONAL CONFERENCE ON INTERACTIVE DIGITAL STORYTELLING (2008 MERGER OF ""ICVS INTERNATIONAL CONFERENCE ON VIRTUAL STORYTELLING"" AND ""TIDSE TECHNOLOGY FOR INTERACTIVE DIGITAL STORYTELLING"")",ICIDS,CORE2018,C,2018
"INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE: METHODOLOGY, SYSTEMS, APPLICATIONS",AIMSA,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON INFORMATION QUALITY,ICIQ,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND RECOGNITION,ICIAR,CORE2018,C,2018
EUROPEAN CONFERENCE ON SOFTWARE ARCHITECTURE,ECSA,CORE2018,A,2018
SYMPOSIUM ON USABLE PRIVACY AND SECURITY,SOUPS,CORE2018,B,2018
INTERNATIONAL CONFERENCE ON VIRTUAL REHABILITATION,ICVR,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON WEB AND SOCIAL MEDIA,ICWSM,CORE2018,Unranked,2018
EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,CORE2018,C,2018
PRACTICAL APPLICATIONS OF AGENTS AND MULTIAGENT SYSTEMS,PAAMS,CORE2018,C,2018
 INTERNATIONAL CONFERENCE ON ADVANCED COMMUNICATIONS AND COMPUTATION,INFOCOMP,CORE2018,Unranked,2018
 INFORMATION RETRIEVAL FACILITY CONFERENCE,IRFC,CORE2018,Unranked,2018
 ASIAN CONFERENCE ON MACHINE LEARNING,ACML,CORE2018,Unranked,2018
ACM INTERNATIONAL CONFERENCE ON SYSTEMS FOR ENERGY-EFFICIENT BUILT ENVIRONMENTS,BuildSys,CORE2018,A,2018
INNOVATIONS IN THEORETICAL COMPUTER SCIENCE,ITCS,CORE2018,A,2018
DEVELOPMENTS IN ESYSTEMS ENGINEERING,DeSE,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON SMART HOMES AND HEALTH TELEMATICS,ICOST,CORE2018,C,2018
THE INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS,IE,CORE2018,C,2018
INTERNATIONAL CONFERENCE ON THE QUALITY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,QUATIC,CORE2018,C,2018
WORLD CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES,WorldCIST,CORE2018,C,2018
IEEE INTERNATIONAL CONFERENCE ON DATA SCIENCE AND ENGINEERING,ICDSE,CORE2018,National:India,2018
INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION,IWINAC,CORE2018,National:Spain,2018
IEEE CONFERENCE ON COGNITIVE AND COMPUTATIONAL ASPECTS OF SITUATION MANAGEMENT ,CogSIMA,CORE2018,National:USA,2018
IEEE EUROPEAN SYMPOSIUM ON SECURITY AND PRIVACY,EuroS&P,CORE2018,NEW,2018
ARTIFICIAL INTELLIGENCE APPLICATIONS AND INNOVATIONS,AIAI,CORE2018,Unranked,2018
IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES,CISTI,CORE2018,Regional,2018
ASIAN CONFERENCE ON INTELLIGENT INFORMATION AND DATABASE SYSTEMS,ACIIDS,CORE2018,Unranked,2018
" INTERNATIONAL CONFERENCE ON AMBIENT SYSTEMS, NETWORKS AND TECHNOLOGIES",ANT,CORE2018,Unranked,2018
CENTERIS - CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS,CENTERIS,CORE2018,Unranked,2018
DISCOVERY SCIENCE,DS,CORE2018,Unranked,2018
EUROPEAN DEPENDABLE COMPUTING CONFERENCE,EDCC,CORE2018,Unranked,2018
ENGINEERING INTERACTIVE COMPUTING SYSTEMS,EICS,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON EMERGING UBIQUITOUS SYSTEMS AND PERVASIVE NETWORKS,EUSPN,CORE2018,Unranked,2018
EUROPEAN CONFERENCE ON EVOLUTIONARY COMPUTATION IN COMBINATORIAL OPTIMISATION,EvoCOP,CORE2018,Unranked,2018
FORMAL METHODS IN COMPUTER-AIDED DESIGN,FMCAD,CORE2018,Unranked,2018
THE INTERNATIONAL CONFERENCE ON FUTURE NETWORKS AND COMMUNICATIONS,FNC,CORE2018,Unranked,2018
HCIST - INTERNATIONAL CONFERENCE ON HEALTH AND SOCIAL CARE INFORMATION SYSTEMS AND TECHNOLOGIES,HCist,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON COMPUTATIONAL CREATIVITY,ICCC,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON DIGITAL ECONOMY,ICDEc,CORE2018,Unranked,2018
"CONFERENCE ON INNOVATION IN CLOUDS, INTERNET AND NETWORKS",ICIN,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON THE THEORY OF INFORMATION RETRIEVAL,ICTIR,CORE2018,Unranked,2018
INTELLIGENT DISTRIBUTED COMPUTING,IDC,CORE2018,Unranked,2018
"INTERNATIONAL SYMPOSIUM ON NETWORKS, COMPUTERS AND COMMUNICATIONS",ISNCC,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON MANAGEMENT OF DIGITAL ECOSYSTEMS,MEDES,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS AND PERVASIVE COMPUTING,MobiSPC,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON PRINCIPLES OF SECURITY AND TRUST,POST,CORE2018,Unranked,2018
PROJMAN - INTERNATIONAL CONFERENCE ON PROJECT MANAGEMENT,ProjMAN,CORE2018,Unranked,2018
INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY INFORMATION TECHNOLOGY ,SEIT,CORE2018,Unranked,2018
SEMANTICS - INTERNATIONAL CONFERENCE ON SEMANTIC SYSTEMS,Semantics,CORE2018,unranked,2018
"INTERNATIONAL CONFERENCE: SCIENCES OF ELECTRONICS, TECHNOLOGIES OF INFORMATION AND TELECOMMUNICATION",SETIT,CORE2018,Unranked,2018
THE SYMPOSIUM OF COMBINATORIAL SEARCH,SoCS,CORE2018,Unranked,2018
THE INTERNATIONAL CONFERENCE ON VERIFICATION AND EVALUATION OF COMPUTER AND COMMUNICATION SYSTEMS ,VECoS,CORE2018,Unranked,2018
INTERNATIONAL TELETRAFFIC CONGRESS,ITC,CORE2018,Unranked,2018
HUMAN-AGENT INTERACTION,HAI,CORE2018,Unranked,2018
"ACIS CONFERENCE ON SOFTWARE ENGINEERING RESEARCH, MANAGEMENT AND APPLICATIONS",SERA,CORE2020,C,2020
"ACM CONFERENCE ON APPLICATIONS, TECHNOLOGIES, ARCHITECTURES, AND PROTOCOLS FOR COMPUTER COMMUNICATION",SIGCOMM,CORE2020,A*,2020
ACM CONFERENCE ON COMPUTER AND COMMUNICATIONS SECURITY,CCS,CORE2020,A*,2020
ACM CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK,CSCW,CORE2020,A,2020
ACM CONFERENCE ON ECONOMICS AND COMPUTATION,EC,CORE2020,A*,2020
ACM CONFERENCE ON EMBEDDED NETWORKED SENSOR SYSTEMS,SENSYS,CORE2020,A*,2020
ACM CONFERENCE ON EMBEDDED SOFTWARE,EMSOFT,CORE2020,A,2020
ACM CONFERENCE ON OBJECT ORIENTED PROGRAMMING SYSTEMS LANGUAGES AND APPLICATIONS,OOPSLA,CORE2020,A*,2020
ACM INFORMATION TECHNOLOGY EDUCATION,SIGITE,CORE2020,National: USA,2020
ACM INTERNATIONAL CONFERENCE ON ADVANCES IN GEOGRAPHIC INFORMATION SYSTEMS,SIGSPATIAL,CORE2020,National: USA,2020
"ACM INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTER ENTERTAINMENT (MERGED WITH DIMEA, DIGITAL INTERACTIVE MEDIA IN ENTERTAINMENT AND ARTS, IN 2009)",ACE,CORE2020,B,2020
ACM INTERNATIONAL CONFERENCE ON EMERGING NETWORKING EXPERIMENTS AND TECHNOLOGIES,CoNEXT,CORE2020,A,2020
ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT,CIKM,CORE2020,A,2020
ACM INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING,KDD,CORE2020,A*,2020
ACM INTERNATIONAL CONFERENCE ON MOBILE COMPUTING AND NETWORKING,MOBICOM,CORE2020,A*,2020
ACM INTERNATIONAL CONFERENCE ON RECOMMENDER SYSTEMS,RecSys,CORE2020,B,2020
ACM INTERNATIONAL CONFERENCE ON RESEARCH AND DEVELOPMENT IN INFORMATION RETRIEVAL,SIGIR,CORE2020,A*,2020
ACM INTERNATIONAL CONFERENCE ON SUPERCOMPUTING,ICS,CORE2020,A,2020
ACM INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING,WSDM,CORE2020,A*,2020
