TITLE,TITLE ABRV,Catalog,Rank,YEAR
FOUNDATIONS OF SOFTWARE SCIENCE AND COMPUTATIONAL STRUCTURES,FOSSACS,CORE2008,B,2008
FOUNDATIONS OF SOFTWARE TECHNOLOGY AND THEORETICAL COMPUTER SCIENCE,FST&TCS,CORE2008,A,2008
FRENCH CONFERENCE ON KNOWLEDGE ACQUISITION AND MACHINE LEARNING,FCKAML,CORE2008,B,2008
FUNDAMENTAL APPROACHES TO SOFTWARE ENGINEERING,FASE,CORE2008,B,2008
GENETIC AND EVOLUTIONARY COMPUTATIONS,GECCO,CORE2008,B,2008
GEOMETRY MODELING AND PROCESSING,GMP,CORE2008,B,2008
GERMAN CONFERENCE ON ARTIFICIAL INTELLIGENCE,KI,CORE2008,B,2008
GERMAN CONFERENCE ON MULTI-AGENT SYSTEM TECHNOLOGIES,MATES,CORE2008,B,2008
GLOBAL CHINESE CONFERENCE ON COMPUTERS IN EDUCATION,GCCCE,CORE2008,L,2008
GRAPH DRAWING,GD,CORE2008,A,2008
HASKELL WORKSHOP,HASKELL,CORE2008,C,2008
HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES,HICSS,CORE2008,B,2008
HEALTH INFORMATICS CONFERENCE,HIC,CORE2008,C,2008
IEEE BIOINFORMATICS AND BIOENGINEERING,BIBE,CORE2008,C,2008
IEEE COMPUTATIONAL SYSTEMS BIOINFORMATICS CONFERENCE,CSB,CORE2008,A,2008
IEEE COMPUTER COMMUNICATIONS WORKSHOP,CCW,CORE2008,B,2008
IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION,CVPR,CORE2008,A,2008
IEEE CONFERENCE ON DECISION AND CONTROL,CDC,CORE2008,A,2008
IEEE CONFERENCE ON LOCAL COMPUTER NETWORKS,LCN,CORE2008,A,2008
"IEEE INTERNATIONAL CONFERENCE ON SENSING, COMMUNICATION AND NETWORKING",SECON,CORE2008,B,2008
"IEEE CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS",SMC,CORE2008,B,2008
IEEE INFORMATION VISUALIZATION CONFERENCE,IEEE InfoVis,CORE2008,A*,2008
IEEE INTERNATIONAL CONFERENCE AND WORKSHOP ON THE ENGINEERING OF COMPUTER BASED SYSTEMS,ECBS,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES,ICALT,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON CLUSTER COMPUTING,CLUSTER,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS,ICC,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION,ICCV,CORE2008,A*,2008
IEEE INTERNATIONAL CONFERENCE ON CONTROL APPLICATIONS,CCA,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON COTS-BASED SOFTWARE SYSTEMS,ICCBSS,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON DATA MINING,ICDM,CORE2008,A*,2008
IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING IN SENSOR SYSTEMS,DCOSS,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON E-BUSINESS ENGINEERING,ICEBE,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON ENGINEERING OF COMPLEX COMPUTER SYSTEMS,ICECCS,CORE2008,A,2008
"IEEE INTERNATIONAL CONFERENCE ON ENTERPRISE COMPUTING, E-COMMERCE AND E-SERVICES",EEE,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON E-SCIENCE AND GRID COMPUTING,e-Science,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS,FUZZ-IEEE,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,ICIP,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR SYSTEMS,MASS,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO,ICME,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON NETWORKS,ICON,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON NEURAL NETWORKS,ICNN,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING WORKSHOPS,WoPP,CORE2008,C,2008
IEEE INTERNATIONAL CONFERENCE ON PEER TO PEER COMPUTING,P2P,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS,PERCOM,CORE2008,A*,2008
IEEE INTERNATIONAL CONFERENCE ON RADIO FREQUENCY IDENTIFICATION,IEEE RFID,CORE2008,B,2008
IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING,SCC,CORE2008,A,2008
"IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE AND EVOLUTION (PRIOR TO 2014 WAS ICSM, IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE)",ICSME,CORE2008,A,2008
IEEE INTERNATIONAL CONFERENCE ON WEB SERVICES,ICWS,CORE2008,B,2008
IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,IGARSS,CORE2008,C,2008
IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,IJCNN,CORE2008,A,2008
IEEE INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM (WAS IPPS AND SPDP),IPDPS,CORE2008,A,2008
IEEE INTERNATIONAL PERFORMANCE COMPUTING AND COMMUNICATIONS CONFERENCE,IPCCC,CORE2008,B,2008
IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE,RE,CORE2008,A,2008
"IEEE INTERNATIONAL SYMPOSIUM ON A WORLD OF WIRELESS, MOBILE AND MULTIMEDIA NETWORKS",WoWMoM,CORE2008,A,2008
IEEE INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE,IEEE Alife,CORE2008,A,2008
"IEEE INTERNATIONAL SYMPOSIUM ON CLUSTER, CLOUD AND GRID COMPUTING",CCGRID,CORE2008,A,2008
IEEE INTERNATIONAL SYMPOSIUM ON HIGH ASSURANCE SYSTEMS ENGINEERING,HASE,CORE2008,B,2008
IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT CONTROL,ISIC,CORE2008,B,2008
IEEE INTERNATIONAL SYMPOSIUM ON NETWORK COMPUTING AND APPLICATIONS,NCA,CORE2008,C,2008
IEEE INTERNATIONAL SYMPOSIUM ON REAL-TIME DISTRIBUTED COMPUTING,ISORC,CORE2008,C,2008
IEEE INTERNATIONAL SYMPOSIUM ON PERSONAL AND INDOOR MOBILE RADIO CONFERENCE,PIMRC,CORE2008,B,2008
IEEE INTERNATIONAL SYMPOSIUM ON WEARABLE COMPUTERS,ISWC,CORE2008,A*,2008
IEEE INTERNATIONAL TEST CONFERENCE,ITC,CORE2008,B,2008
IEEE INTERNATIONAL WORKSHOP ON NEURAL NETWORKS FOR SIGNAL PROCESSING,NNSP,CORE2008,C,2008
IEEE INTERNATIONAL WORKSHOP ON OBJECT-ORIENTED REAL-TIME DEPENDABLE SYSTEMS,WORDS,CORE2008,B,2008
IEEE INTERNATIONAL WORKSHOP ON QUALITY OF SERVICE,IWQoS,CORE2008,A*,2008
IEEE NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM,NOMS,CORE2008,B,2008
IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,RTAS,CORE2008,A,2008
IEEE SYMPOSIUM ON COMPUTERS AND COMMUNICATIONS,ISCC,CORE2008,B,2008
IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE,FOCS,CORE2008,A*,2008
IEEE SYMPOSIUM ON LOGIC IN COMPUTER SCIENCE,LICS,CORE2008,A*,2008
IEEE SYMPOSIUM ON SECURITY AND PRIVACY,SP,CORE2008,A,2008
IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING (WAS VL),VL/HCC,CORE2008,A,2008
IEEE TENCON (IEEE REGION 10 CONFERENCE),Tencon,CORE2008,C,2008
IEEE VEHICULAR TECHNOLOGY CONFERENCE,VTC,CORE2008,B,2008
IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE,WCNC,CORE2008,B,2008
IEEE WORKING CONFERENCE ON REVERSE ENGINEERING,WCRE,CORE2008,B,2008
IEEE WORKSHOP ON APPLICATIONS OF COMPUTER VISION,WACV,CORE2008,A,2008
IEEE WORKSHOP ON HIGH PERFORMANCE SWITCHING AND ROUTING,HPSR,CORE2008,B,2008
IEEE WORKSHOP ON SPEECH CODING,SCW,CORE2008,C,2008
IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN,ICCAD,CORE2008,A,2008
IEEE/ACM INTERNATIONAL CONFERENCE ON GRID COMPUTING,GRID,CORE2008,A,2008
IEEE/ACM INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY,ISMAR,CORE2008,A*,2008
IEEE/IFIP INTERNATIONAL CONFERENCE ON DEPENDABLE SYSTEMS AND NETWORKS,DSN,CORE2008,A*,2008
IEEE/IFIP INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY FOR BALANCED AUTOMATION SYSTEMS,BASYS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE (WAS PREVIOUSLY WICSA),ICSA,CORE2008,A,2008
IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,IROS,CORE2008,B,2008
IFAC CONFERENCE ON SYSTEM STRUCTURE AND CONTROL,SSSC,CORE2008,C,2008
"IFAC SYMPOSIUM ON FAULT DETECTION, SUPERVISION AND SAFETY OF TECHNICAL PROCESSES",SAFEProcess,CORE2008,B,2008
IFIP INTERNATIONAL CONFERENCE ON BROADBAND COMMUNICATIONS,BC,CORE2008,C,2008
IFIP INTERNATIONAL CONFERENCE ON DISTRIBUTED APPLICATIONS AND INTEROPERABLE SYSTEMS,DAIS,CORE2008,B,2008
IFIP INTERNATIONAL CONFERENCE ON OPEN DISTRIBUTED PROCESSING,ODP,CORE2008,B,2008
"IFIP JOINT INTERNATIONAL CONFERENCE ON FORMAL DESCRIPTION TECHNIQUES AND PROTOCOL SPECIFICATION, TESTING, AND VERIFICATION",FORTE,CORE2008,A,2008
IFIP INTERNATIONAL CONFERENCE ON NETWORKING,Networking,CORE2008,A,2008
IFIP TC13 CONFERENCE ON HUMAN-COMPUTER INTERACTION,Interact,CORE2008,A,2008
IFIP WORKING CONFERENCE ON VISUAL DATABASE SYSTEMS,VDbS,CORE2008,C,2008
IFIP WORKING CONFERENCES ON VIRTUAL ENTERPRISES,PRO-VE,CORE2008,A,2008
IFIP/ACM WORKING CONFERENCE ON COMPONENT DEPLOYMENT,CD,CORE2008,B,2008
IFIP/IEEE INTERNATIONAL SYMPOSIUM ON INTEGRATED MANAGEMENT (ODD YEARS SHARING WITH NOMS),IM,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON NETWORK AND SERVICE MANAGEMENT (AMALGAMATION OF DSOM AND RELATED WORKSHOPS FROM 2010),CNSM,CORE2008,B,2008
IFSA WORLD CONGRESS,IFSA,CORE2008,B,2008
IMAGE AND VISION COMPUTING CONFERENCE,IVCNZ,CORE2008,A,2008
INDUCTIVE LOGIC PROGRAMMING,ILP,CORE2008,B,2008
INFORMATION INTEGRATION AND WEB-BASED APPLICATIONS AND SERVICES,IIWAS,CORE2008,C,2008
INFORMATION PROCESSING IN SENSOR NETWORKS,IPSN,CORE2008,A*,2008
INFORMATION SECURITY CONFERENCE,ISC,CORE2008,C,2008
INFORMATION SYSTEMS EDUCATION CONFERENCE,ISECON,CORE2008,C,2008
INFORMATION SYSTEMS RESEARCH SEMINAR IN SCANDINAVIA,IRIS,CORE2008,B,2008
INFORMATION THEORY WORKSHOP,ITW,CORE2008,C,2008
INFORMING SCIENCE AND INFORMATION TECHNOLOGY EDUCATION,InSITE,CORE2008,B,2008
INNOVATIVE APPLICATIONS IN AI,IAAI,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON INNOVATIONS FOR COMMUNITY SERVICES (WAS INNOVATIVE INTERNET COMPUTER SYSTEMS IICS UNTIL 2014),I4CS,CORE2008,C,2008
INT. WORKSHOP ON FORMAL METHODS FOR INDUSTRIAL CRITICAL SYSTEMS,FMICS,CORE2008,C,2008
INT. WORKSHOP ON MULTI-MEDIA DATA BASE MANAGEMENT SYSTEMS,IW-MMDBMS,CORE2008,C,2008
INTEGRATED DATA ENVIRONMENTS AUSTRALIA WORKSHOP,IDEAW,CORE2008,L,2008
INTEGRATED FORMAL METHODS,IFM,CORE2008,B,2008
INTEGRATION OF SOFTWARE ENGINEERING AND AGENT TECHNOLOGY,ISEAT,CORE2008,B,2008
INTELLIGENT DATA ANALYSIS,IDA,CORE2008,A,2008
INTELLIGENT SYSTEMS IN MOLECULAR BIOLOGY,ISMB,CORE2008,A,2008
INTERACTIVE ENTERTAINMENT,IE,CORE2008,B,2008
INTERNATIONAL BALTIC CONFERENCE ON DATABASES AND INFORMATION SYSTEMS,DB&IS,CORE2008,B,2008
INTERNATIONAL BUSINESS INFORMATION MANAGEMENT,IBIMA,CORE2008,C,2008
INTERNATIONAL COLLOQUIUM ON AUTOMATA LANGUAGES AND PROGRAMMING,ICALP,CORE2008,A,2008
INTERNATIONAL COLLOQUIUM ON STRUCTURAL INFORMATION AND COMMUNICATION COMPLEXITY,SIROCCO,CORE2008,B,2008
INTERNATIONAL COLLOQUIUM ON THEORETICAL ASPECTS OF COMPUTING,ICTAC,CORE2008,B,2008
INTERNATIONAL COMPUTER SCIENCE CONFERENCE,ICSC,CORE2008,B,2008
INTERNATIONAL COMPUTER SCIENCE SYMPOSIUM IN RUSSIA,CSR,CORE2008,L,2008
INTERNATIONAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE,COMPSAC,CORE2008,B,2008
INTERNATIONAL COMPUTING EDUCATION RESEARCH WORKSHOP,ICER,CORE2008,A,2008
"INTERNATIONAL CONFERENCE IMAGING SCIENCE, SYSTEMS AND TECHNOLOGY",CISST,CORE2008,C,2008
INTERNATIONAL CONFERENCE IN BUSINESS PROCESS MANAGEMENT,BPM,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ABSTRACT STATE MACHINES, ALLOY, B, TLA, VDM, AND Z (PREVIOUSLY INTERNATIONAL CONFERENCE OF B AND Z USERS, ZB, CHANGED IN 2008)",ABZ,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON AD-HOC NETWORKS AND WIRELESS,ADHOC-NOW,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING AND COMMUNICATIONS,AdCom,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ADVANCED INFORMATION NETWORKING AND APPLICATIONS (WAS ICOIN),AINA,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ADVANCED INFORMATION SYSTEMS ENGINEERING,CaiSE,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON ADVANCES IN INFRASTRUCTURE FOR ELECTRONIC BUSINESS, SCIENCE, AND EDUCATION ON THE INTERNET",SSGRR,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ADVANCES IN PATTERN RECOGNITION AND DIGITAL TECHNIQUES,ICAPRDT,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ALGEBRAIC AND LOGIC PROGRAMMING,ALP,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ALGORITHMS AND ARCHITECTURES FOR PARALLEL PROCESSING,ICA3PP,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ALGORITHMS AND COMPLEXITY (WAS ITALIAN CONFERENCE ),CIAC,CORE2008,B,2008
"INTERNATIONAL CONFERENCE ON APPLICATION-SPECIFIC SYSTEMS, ARCHITECTURES AND PROCESSORS",ASAP,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,IC-AI,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW,ICAIL,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN SCIENCE AND TECHNOLOGY,AISAT,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ARTIFICIAL NEURAL NETWORKS,ICANN,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON AUTOMATED DEDUCTION,CADE,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON AUTOMATED PLANNING AND SCHEDULING,ICAPS,CORE2008,A*,2008
"INTERNATIONAL JOINT CONFERENCE ON AUTONOMOUS AGENTS AND MULTIAGENT SYSTEMS (PREVIOUSLY THE INTERNATIONAL CONFERENCE ON MULTIAGENT SYSTEMS, ICMAS, CHANGED IN 2000)",AAMAS,CORE2008,A*,2008
"INTERNATIONAL CONFERENCE ON AVAILABILITY, RELIABILITY AND SECURITY",ARES,CORE2008,B,2008
"INTERNATIONAL CONFERENCE ON BROADBAND COMMUNICATIONS, NETWORKS AND SYSTEMS",Broadnets,CORE2008,B,2008
"INTERNATIONAL CONFERENCE ON CAD/CAM, ROBOTICS AND FACTORIES OF THE FUTURE",RFF,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON CHINESE COMPUTING,ICCC,CORE2008,L,2008
INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEM SOFTWARE AND MIDDLEWARE,COMSWARE,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON COMPILER CONSTRUCTION,CC,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON COMPILERS, ARCHITECTURE, AND SYNTHESIS FOR EMBEDDED SYSTEMS",CASES,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COMPLEX SYSTEMS,CxS,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND MULTIMEDIA,ICCIMA,CORE2008,C,2008
"INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE FOR MODELLING, CONTROL AND AUTOMATION",CIMCA,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON COMPUTATIONAL LINGUISTICS,COLING,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COMPUTATIONAL MOLECULAR BIOLOGY,RECOMB,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE,ICCS,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COMPUTER ANALYSIS OF IMAGES AND PATTERNS,CAIP,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON COMPUTER SAFETY, RELIABILITY AND SECURITY",SAFECOMP,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON COMPUTERS AND THEIR APPLICATIONS,CATA,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON COMPUTERS IN EDUCATION,ICCE,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON COMPUTING AND COMBINATORICS,COCOON,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON CONCEPTUAL MODELLING,ER,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON CONCEPTUAL STRUCTURES,ICCS,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON CONCURRENCY THEORY,CONCUR,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION",ICARCV,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COOPERATIVE INFORMATION SYSTEMS,CoopIS,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON COORDINATION MODELS AND LANGUAGES,Coordination,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON CRYPTOLOGY IN INDIA,INDOCRYPT,CORE2008,L,2008
INTERNATIONAL CONFERENCE ON DATA ENGINEERING,ICDE,CORE2008,A*,2008
INTERNATIONAL CONFERENCE ON DATABASE AND EXPERT SYSTEMS APPLICATIONS,DEXA,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON DATABASE SYSTEMS FOR ADVANCED APPLICATIONS,DASFAA,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON DATABASE THEORY,ICDT,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DMTCS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND NETWORKING,ICDCN,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS,ICDCS,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON E-BUSINESS,ICEB,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ELECTRONIC COMMERCE,ICEC,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ELECTRONIC COMMERCE AND WEB TECHNOLOGY,ECWeb,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON EMAIL AND ANTI-SPAM,CEAS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ENGINEERING EDUCATION,ICEE,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS,ICEIS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON ENTERPRISE INTEGRATION AND MODELLING TECHNOLOGY,ICEIMT,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON EVALUATION AND ASSESSMENT IN SOFTWARE ENGINEERING,EASE,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON EXPERIMENTAL IMPLEMENTATION OF QUANTUM COMPUTATION,QuantCom,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON FIELD AND SERVICE ROBOTICS,FSR,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON FORMAL ENGINEERING METHODS,ICFEM,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON FORMAL METHODS FOR OPEN OBJECT-BASED DISTRIBUTED SYSTEMS,FMOOD,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON FOUNDATION ON DATA ORGANIZATION,FODO,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON FUNCTIONAL PROGRAMMING,ICFP,CORE2008,A*,2008
INTERNATIONAL CONFERENCE ON GENERATIVE PROGRAMMING AND COMPONENT ENGINEERING,GPCE,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON GENETIC ALGORITHMS,ICGA,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON GEOCOMPUTATION,GeoComp,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON GRAPH TRANSFORMATIONS,ICGT,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING,HiPC,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS,CHI,CORE2008,A*,2008
INTERNATIONAL CONFERENCE ON HUMAN-COMPUTER INTERACTION WITH MOBILE DEVICES AND SERVICES,MobileHCI,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND PROCESSING,ICIAP,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON IMPLEMENTATION AND APPLICATION OF AUTOMATA,CIAA,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON INFORMATION FUSION,FUSION,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING AND MANAGEMENT OF UNCERTAINTY,IPMU,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOGRAPHY,SECRYPT,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS,ICIS,CORE2008,A*,2008
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS DEVELOPMENT,ISD,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS TECHNOLOGY AND ITS APPLICATION,ISTA,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS,ICITA,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INTEGRATION OF ARTIFICIAL INTELLIGENCE AND OPERATIONS RESEARCH TECHNIQUES IN CONSTRAINT PROGRAMMING FOR COMBINATORIAL OPTIMIZATION PROBLEMS,CPAIOR,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON INTELLIGENT AGENTS, WEB TECHNOLOGIES, AND INTERNET COMMERCE",IAWTIC,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING,IDEAL,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS,ICIL,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON INTELLIGENT TEXT PROCESSING AND COMPUTATIONAL LINGUISTICS,CICLING,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON INTELLIGENT TUTORING SYSTEMS,ITS,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES,IUI,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON INTERNET COMPUTING,IC,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT,EKAW,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON KNOWLEDGE-BASED AND INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS,KES,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON LEGAL KNOWLEDGE AND INFORMATION SYSTEMS,JURIX,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING,ICLP,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING AND NON-MONOTONIC REASONING,LPNMR,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON MACHINE LEARNING,ICML,CORE2008,A*,2008
INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA,COMAD,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON MASSIVELY PARALLEL COMPUTING SYSTEMS,MPCS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS SYSTEMS: NETWORKS AND SERVICES,Mobiquitous,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON MOBILE DATA MANAGEMENT,MDM,CORE2008,B,2008
"IASTED INTERNATIONAL CONFERENCE ON MODELLING, SIMULATION AND OPTIMISATION",ICMSO,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON MULTIMEDIA MODELLING,MMM,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS,ICNP,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON NEURAL INFORMATION PROCESSING,ICONIP,CORE2008,A,2008
"INTERNATIONAL CONFERENCE ON NEURAL, PARALLEL AND SCIENTIFIC COMPUTATIONS",NPSC,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON OPTIMIZATION: TECHNIQUES AND APPLICATIONS,ICOTA,CORE2008,C,2008
"INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING, APPLICATIONS AND TECHNOLOGIES",PDCAT,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED PROCESSING TECHNIQUES AND APPLICATIONS,PDPTA,CORE2008,C,2008
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS,ICPADS,CORE2008,B,2008
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURE AND COMPILATION TECHNIQUES,PACT,CORE2008,A,2008
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING,ICPP,CORE2008,A,2008
